tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio 
EOL,EOL São Januário,A-5,Leilão 7/2011,"19,20",9,"7,9","107,69",CE,Vento,PIE,"71.633.000,00","Consórcio São Januário: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica São Januário Ltda"
EOL,EOL Ubatuba,A-5,Leilão 7/2011,"12,60","5,8","5,1","107,69",CE,Vento,PIE,"44.967.000,00","Consórcio Ubatuba: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Ubatuba Ltda"
EOL,EOL Jandaia I,A-5,Leilão 7/2011,"19,20","9,9","8,7","107,70",CE,Vento,PIE,"69.473.000,00","Consórcio Jandaia I: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Jandaia I"
EOL,EOL Ventos de Morrinhos,A-5,Leilão 7/2011,"29,90",15,15,"102,49",BA,Vento,PIE,"102.940.000,00","Consórcio Ventos de Morrinhos Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda."
EOL,EOL Nossa Senhora de Fátima,A-5,Leilão 7/2011,"28,80","12,8","11,2","107,69",CE,Vento,PIE,"97.654.000,00","Consórcio Nossa Senhora de Fátima: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Nossa Senhora de Fatima Ltda"
EOL,EOL Pontal 3B,A-5,Leilão 7/2011,"25,60",11,11,"106,97",RS,Vento,PIE,"102.140.400,00",Oleoplan S.A. - Óleos Vegetais Planalto
EOL,EOL Pitombeira,A-5,Leilão 7/2011,"27,00","13,9","12,2","107,70",CE,Vento,PIE,"91.226.000,00","Consórcio Pitombeira: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Pitombeira Ltda"
EOL,EOL Santa Catarinha,A-5,Leilão 7/2011,"16,00","8,5","7,5","107,70",CE,Vento,PIE,"52.855.000,00","Consórcio Santa Catarina:
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Santa Catarina Ltda"
EOL,EOL São Clemente,A-5,Leilão 7/2011,"19,20","9,3","8,2","107,69",CE,Vento,PIE,"71.633.000,00","Consórcio São Clemente: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica São Clemente Ltda"
EOL,EOL Ventos do Sertão,A-5,Leilão 7/2011,"29,90","15,7","12,7","109,40",BA,Vento,PIE,"102.940.000,00","Consórcio Ventos do Sertão Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa Dos Ventos Energias Renováveis Ltda."
UTE,UTE Conquista do Pontal,A-5,Leilão 7/2011,"50,00","5,4",1,"95,00",SP,Bagaço de Cana-de-Açúcar,PIE,"86.754.000,00",Usina Conquista do Pontal S.A.
UTE,UTE Porto das Águas (II Fase),A-5,Leilão 7/2011,"50,00","37,7",20,"103,46",GO,Bagaço de Cana-de-Açúcar,PIE,"149.100.000,00",Usina Porto das Águas Ltda
EOL,EOL Caiçara I,A-5,Leilão 7/2011,"30,60","14,6","13,5","107,98",CE,Vento,PIE,"100.893.000,00","Consórcio Caiçara I:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Caiçara II,A-5,Leilão 7/2011,"19,80","9,6","9,3","107,98",CE,Vento,PIE,"67.768.000,00","Consórcio Caiçara II:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Carcará 2,A-5,Leilão 7/2011,"28,80","14,6","13,5","107,03",RN,Vento,PIE,"101.889.000,00","Consórcio Carcará 2: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Junco I,A-5,Leilão 7/2011,"30,60","13,1","12,1","107,98",CE,Vento,PIE,"100.893.000,00","Consórcio Junco I:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Junco II,A-5,Leilão 7/2011,"30,60","13,3","11,4","107,98",CE,Vento,PIE,"100.893.000,00","Consórcio Junco II:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Terral,A-5,Leilão 7/2011,"28,80",16,"13,5","107,03",RN,Vento,PIE,"101.687.000,00","Consórcio Terral: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Morro dos Ventos II,A-5,Leilão 7/2011,"28,80","15,3","15,1","107,46",RN,Vento,PIE,"115.200.000,00","Consórcio Desa Wind II: 
Dobrevê Energia S.A.
WF Wind Holding II S.A."
UHE,UHE São Roque,A-5,Leilão 7/2011,"135,00","90,9","81,8","91,20",SC,Água - Rio Canoas,PIE,"652.002.390,00",Desenvix Energias Renováveis S.A.
UHE,UHE Santo Antonio do Jari,A-5,Leilão 6/2012,"73,40","21,6","20,9","82,00",AP ,Água - Rio Jari,PIE,"243.500.080,00",ECE Participações S.A.
UHE,UHE Cachoeira  do Caldeirão,A-5,Leilão 6/2012,"219,00","129,7","129,7","95,31",AP ,Água - Rio Araguari ,PIE,"855.930.626,00",EDP - Energias do Brasil S.A.
EOL,EOL Ventos do Norte 1,A-5,Leilão 6/2012,"28,80","16,6","16,6","87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 2,A-5,Leilão 6/2012,"28,80",17,17,"87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 3,A-5,Leilão 6/2012,"28,80","16,6","16,6","87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 4,A-5,Leilão 6/2012,"28,80","16,7","16,7","87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 5,A-5,Leilão 6/2012,"28,80","16,7","16,7","87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 6,A-5,Leilão 6/2012,"28,80","16,4","16,4","87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 7,A-5,Leilão 6/2012,"28,80","16,2",16,"87,77",MA ,Vento,PIE,"77.770.000,00",Bioenergy Geradora de Energia S.A.
EOL,EOL Dois Riachos,A-5,Leilão 6/2012,"29,90","13,9","13,9","89,20",BA ,Vento,PIE,"144.121.200,00","Consórcio EGP - Serra Azul: 
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)"
EOL,EOL Granja Vargas 1,A-5,Leilão 6/2012,"28,00","11,5","11,5","87,50",RS ,Vento,PIE,"102.258.910,00",Enerfín do Brasil Sociedade de Energia Ltda.
EOL,EOL São Salvador,A-5,Leilão 6/2012,"22,40","10,6","10,2","88,68",BA ,Vento,PIE,"62.888.030,00",Renova Energia S.A.
EOL,EOL Assuruá II,LER,Leilão 5/2013,"30,00","14,6","14,6","102,77",BA ,Vento,PIE,"112.558.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Assuruá V,LER,Leilão 5/2013,"20,00","10,1","10,1","102,78",BA ,Vento,PIE,"90.864.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Assuruá VII,LER,Leilão 5/2013,"18,00","8,9","8,9","102,79",BA ,Vento,PIE,"69.169.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Caetité A,LER,Leilão 5/2013,"30,00","12,1","11,9","116,29",BA ,Vento,PIE,"88.587.000,00",Centrais Eólicas de Caetité Participações S.A.
EOL,EOL Caetité B,LER,Leilão 5/2013,"30,00","10,9","10,8","116,29",BA ,Vento,PIE,"88.587.000,00",Centrais Eólicas de Caetité Participações S.A.
EOL,EOL Baraúnas I,LER,Leilão 5/2013,"29,70","12,4","12,2","115,80",BA ,Vento,PIE,"103.950.000,00","Consórcio Baraúnas I:
Brennand Energia S.A (50,9%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Brennand Energia Eólica S.A (0,1%)"
EOL,EOL Esperança,LER,Leilão 5/2013,"29,90","14,7","14,7","102,40",BA ,Vento,PIE,"139.561.000,00","Consórcio EGP-Desenvolvimento:
Enel Brasil Participações Ltda. (99%)
Enel Green Power Desenvolvimento Ltda. (1%)"
EOL,EOL Damascena,LER,Leilão 5/2013,"29,90","16,7","16,1","98,50",BA ,Vento,PIE,"144.121.200,00","Consórcio EGP-Serra Azul:
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)"
EOL,EOL Maniçoba,LER,Leilão 5/2013,"29,90","16,1","15,5","102,70",BA ,Vento,PIE,"134.488.800,00","Consórcio EGP-Serra Azul:
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)"
EOL,EOL Acauã,LER,Leilão 5/2013,"12,00","3,1","2,6","105,95",BA ,Vento,PIE,"34.423.850,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Angical 2,LER,Leilão 5/2013,"14,00","5,1","4,9","105,95",BA ,Vento,PIE,"40.161.150,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Arapapá,LER,Leilão 5/2013,"10,00","2,2","1,9","105,95",BA ,Vento,PIE,"28.686.820,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Caititu 2,LER,Leilão 5/2013,"14,00","5,1","5,1","105,95",BA ,Vento,PIE,"40.161.150,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Caititu 3,LER,Leilão 5/2013,"14,00","4,7","4,7","105,95",BA ,Vento,PIE,"40.161.150,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Carcará,LER,Leilão 5/2013,"10,00","4,6","4,6","105,95",BA ,Vento,PIE,"28.686.580,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Corrupião 3,LER,Leilão 5/2013,"14,00","4,2","4,2","105,95",BA ,Vento,PIE,"40.161.150,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Teiú 2,LER,Leilão 5/2013,"14,00","4,2","3,7","105,95",BA ,Vento,PIE,"40.161.150,00","Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Bom Jesus,LER,Leilão 5/2013,"18,00","8,1","7,9","115,90",CE,Vento,PIE,"69.198.750,00","Consórcio Bom Jesus:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Bom Jesus Ltda.(0,01%)"
EOL,EOL Cachoeira,LER,Leilão 5/2013,"12,00",5,"4,8","115,90",CE,Vento,PIE,"46.193.540,00","Consórcio Cachoeira:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Cachoeira Ltda. (0,01%)"
EOL,EOL Pitimbu,LER,Leilão 5/2013,"18,00","7,2","6,4","115,90",CE,Vento,PIE,"70.031.890,00","Consórcio Pitimbu:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Pitimbu Ltda. (0,01%)"
EOL,EOL São Caetano,LER,Leilão 5/2013,"25,20",11,"10,1","115,90",CE,Vento,PIE,"96.805.360,00","Consórcio São Caetano:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica São Caetano Ltda. (0,01%)"
